Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20112013","2011-2013","kcal/capita/day","3635","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20122014","2012-2014","kcal/capita/day","3582","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20132015","2013-2015","kcal/capita/day","3531","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20142016","2014-2016","kcal/capita/day","3480","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20152017","2015-2017","kcal/capita/day","3477","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20162018","2016-2018","kcal/capita/day","3471","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/capita/day","3481","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20182020","2018-2020","kcal/capita/day","3492","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20192021","2019-2021","kcal/capita/day","3509","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20002002","2000-2002","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20012003","2001-2003","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20022004","2002-2004","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20032005","2003-2005","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20042006","2004-2006","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20052007","2005-2007","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20062008","2006-2008","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20072009","2007-2009","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20082010","2008-2010","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","34","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20172019","2017-2019","%","34","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20182020","2018-2020","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","113","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","112.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","111.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","111","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","110.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","110.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","110","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","110.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","111","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","110.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","109.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","108.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","107.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","105.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","104","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","103.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","104","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/capita/day","104.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/capita/day","61.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/capita/day","61.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/capita/day","60.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/capita/day","59.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/capita/day","59.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/capita/day","59.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/capita/day","59.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/capita/day","59.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/capita/day","60","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/capita/day","60","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/capita/day","60","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/capita/day","59","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/capita/day","57.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/capita/day","56","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/capita/day","54.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","53.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/capita/day","54","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/capita/day","54.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2000","2000","per 100 square km of land area","5.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2001","2001","per 100 square km of land area","5.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2002","2002","per 100 square km of land area","5.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2003","2003","per 100 square km of land area","5.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2004","2004","per 100 square km of land area","5.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2005","2005","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","per 100 square km of land area","5.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","per 100 square km of land area","5.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2009","2009","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","per 100 square km of land area","5.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","per 100 square km of land area","5.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","per 100 square km of land area","5.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","per 100 square km of land area","5.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2000","2000","I$","43053.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","I$","41501.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","I$","40268.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","I$","39898.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","I$","40247.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","I$","40837.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","I$","41581.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","I$","42045.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","I$","42746.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","39071","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","41937.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","millions","","O","Missing value",""
